postcode,gemeente,provincie,gewest
5070,Fosses-la-Ville,,Waals Gewest
5080,La Bruyère,,Waals Gewest
5081,La Bruyère,,Waals Gewest
5100,Namur,,Waals Gewest
5101,Namur,,Waals Gewest
5140,Sombreffe,,Waals Gewest
5150,Floreffe,,Waals Gewest
5170,Profondeville,,Waals Gewest
5190,Jemeppe-sur-Sambre,,Waals Gewest
5300,Andenne,,Waals Gewest
5310,Éghezée,,Waals Gewest
5330,Assesse,,Waals Gewest
5332,Assesse,,Waals Gewest
5333,Assesse,,Waals Gewest
5334,Assesse,,Waals Gewest
5336,Assesse,,Waals Gewest
5340,Gesves,,Waals Gewest
5350,Ohey,,Waals Gewest
5351,Ohey,,Waals Gewest
5352,Ohey,,Waals Gewest
5353,Ohey,,Waals Gewest
5354,Ohey,,Waals Gewest
5360,Hamois,,Waals Gewest
5361,Hamois,,Waals Gewest
5362,Hamois,,Waals Gewest
5363,Hamois,,Waals Gewest
5364,Hamois,,Waals Gewest
5370,Havelange,,Waals Gewest
5372,Havelange,,Waals Gewest
5374,Havelange,,Waals Gewest
5376,Havelange,,Waals Gewest
5377,Somme-Leuze,,Waals Gewest
5380,Fernelmont,,Waals Gewest
5500,Dinant,,Waals Gewest
5501,Dinant,,Waals Gewest
5502,Dinant,,Waals Gewest
5503,Dinant,,Waals Gewest
5504,Dinant,,Waals Gewest
5520,Onhaye,,Waals Gewest
5521,Onhaye,,Waals Gewest
5522,Onhaye,,Waals Gewest
5523,Onhaye,,Waals Gewest
5524,Onhaye,,Waals Gewest
5530,Yvoir,,Waals Gewest
5537,Anhée,,Waals Gewest
5540,Hastière,,Waals Gewest
5541,Hastière,,Waals Gewest
5542,Hastière,,Waals Gewest
5543,Hastière,,Waals Gewest
5544,Hastière,,Waals Gewest
5550,Vresse-sur-Semois,,Waals Gewest
5555,Bièvre,,Waals Gewest
5560,Houyet,,Waals Gewest
5561,Houyet,,Waals Gewest
5562,Houyet,,Waals Gewest
5563,Houyet,,Waals Gewest
5564,Houyet,,Waals Gewest
5570,Beauraing,,Waals Gewest
5571,Beauraing,,Waals Gewest
5572,Beauraing,,Waals Gewest
5573,Beauraing,,Waals Gewest
5574,Beauraing,,Waals Gewest
5575,Gedinne,,Waals Gewest
5576,Beauraing,,Waals Gewest
5580,Rochefort,,Waals Gewest
5589,Rochefort,,Waals Gewest
5590,Ciney,,Waals Gewest
5600,Philippeville,,Waals Gewest
5620,Florennes,,Waals Gewest
5621,Florennes,,Waals Gewest
5630,Cerfontaine,,Waals Gewest
5640,Mettet,,Waals Gewest
5641,Mettet,,Waals Gewest
5644,Mettet,,Waals Gewest
5646,Mettet,,Waals Gewest
5650,Walcourt,,Waals Gewest
5651,Walcourt,,Waals Gewest
5660,Couvin,,Waals Gewest
5670,Viroinval,,Waals Gewest
5680,Doische,,Waals Gewest
6000,Charleroi,Henegouwen,Waals Gewest
6001,Charleroi,Henegouwen,Waals Gewest
6010,Charleroi,Henegouwen,Waals Gewest
6020,Charleroi,Henegouwen,Waals Gewest
6030,Charleroi,Henegouwen,Waals Gewest
6031,Charleroi,Henegouwen,Waals Gewest
6032,Charleroi,Henegouwen,Waals Gewest
6040,Charleroi,Henegouwen,Waals Gewest
6041,Charleroi,Henegouwen,Waals Gewest
6042,Charleroi,Henegouwen,Waals Gewest
6043,Charleroi,Henegouwen,Waals Gewest
6044,Charleroi,Henegouwen,Waals Gewest
6060,Charleroi,Henegouwen,Waals Gewest
6061,Charleroi,Henegouwen,Waals Gewest
6075,Fleurus,Henegouwen,Waals Gewest
6099,Fleurus,Henegouwen,Waals Gewest
6110,Montigny-le-Tilleul,Henegouwen,Waals Gewest
6111,Montigny-le-Tilleul,Henegouwen,Waals Gewest
6120,Ham-sur-Heure-Nalinnes,Henegouwen,Waals Gewest
6140,Fontaine-l'Évêque,Henegouwen,Waals Gewest
6141,Fontaine-l'Évêque,Henegouwen,Waals Gewest
6142,Fontaine-l'Évêque,Henegouwen,Waals Gewest
6150,Anderlues,Henegouwen,Waals Gewest
6180,Courcelles,Henegouwen,Waals Gewest
6181,Courcelles,Henegouwen,Waals Gewest
6182,Courcelles,Henegouwen,Waals Gewest
6183,Courcelles,Henegouwen,Waals Gewest
6200,Châtelet,Henegouwen,Waals Gewest
6210,Les Bons Villers,Henegouwen,Waals Gewest
6211,Les Bons Villers,Henegouwen,Waals Gewest
6220,Fleurus,Henegouwen,Waals Gewest
6221,Fleurus,Henegouwen,Waals Gewest
6222,Fleurus,Henegouwen,Waals Gewest
6223,Fleurus,Henegouwen,Waals Gewest
6224,Fleurus,Henegouwen,Waals Gewest
6230,Pont-à-Celles,Henegouwen,Waals Gewest
6238,Pont-à-Celles,Henegouwen,Waals Gewest
6240,Farciennes,Henegouwen,Waals Gewest
6250,Aiseau-Presles,Henegouwen,Waals Gewest
6280,Gerpinnes,Henegouwen,Waals Gewest
6440,Froidchapelle,Henegouwen,Waals Gewest
6441,Froidchapelle,Henegouwen,Waals Gewest
6460,Chimay,Henegouwen,Waals Gewest
6461,Chimay,Henegouwen,Waals Gewest
6462,Chimay,Henegouwen,Waals Gewest
6463,Chimay,Henegouwen,Waals Gewest
6464,Chimay,Henegouwen,Waals Gewest
6470,Sivry-Rance,Henegouwen,Waals Gewest
6500,Beaumont,Henegouwen,Waals Gewest
6511,Beaumont,Henegouwen,Waals Gewest
6530,Thuin,Henegouwen,Waals Gewest
6531,Thuin,Henegouwen,Waals Gewest
6532,Thuin,Henegouwen,Waals Gewest
6533,Thuin,Henegouwen,Waals Gewest
6534,Thuin,Henegouwen,Waals Gewest
6536,Thuin,Henegouwen,Waals Gewest
6540,Lobbes,Henegouwen,Waals Gewest
6542,Lobbes,Henegouwen,Waals Gewest
6543,Lobbes,Henegouwen,Waals Gewest
6560,Erquelinnes,Henegouwen,Waals Gewest
6567,Merbes-le-Château,Henegouwen,Waals Gewest
6590,Momignies,Henegouwen,Waals Gewest
6591,Momignies,Henegouwen,Waals Gewest
6592,Momignies,Henegouwen,Waals Gewest
6593,Momignies,Henegouwen,Waals Gewest
6594,Momignies,Henegouwen,Waals Gewest
6596,Momignies,Henegouwen,Waals Gewest
6600,Bastogne,,Waals Gewest
6630,Martelange,,Waals Gewest
6637,Fauvillers,,Waals Gewest
6640,Vaux-sur-Sûre,,Waals Gewest
6660,Houffalize,,Waals Gewest
6661,Houffalize,,Waals Gewest
6662,Houffalize,,Waals Gewest
6663,Houffalize,,Waals Gewest
6666,Houffalize,,Waals Gewest
6670,Gouvy,,Waals Gewest
6671,Gouvy,,Waals Gewest
6672,Gouvy,,Waals Gewest
6673,Gouvy,,Waals Gewest
6674,Gouvy,,Waals Gewest
6680,Sainte-Ode,,Waals Gewest
6681,Sainte-Ode,,Waals Gewest
6686,Bertogne,,Waals Gewest
6687,Bertogne,,Waals Gewest
6688,Bertogne,,Waals Gewest
6690,Vielsalm,,Waals Gewest
6692,Vielsalm,,Waals Gewest
6698,Vielsalm,,Waals Gewest
6700,Arlon,,Waals Gewest
6704,Arlon,,Waals Gewest
6706,Arlon,,Waals Gewest
6717,Attert,,Waals Gewest
6720,Habay,,Waals Gewest
6721,Habay,,Waals Gewest
6723,Habay,,Waals Gewest
6724,Habay,,Waals Gewest
6730,Tintigny,,Waals Gewest
6740,Étalle,,Waals Gewest
6741,Étalle,,Waals Gewest
6742,Étalle,,Waals Gewest
6743,Étalle,,Waals Gewest
6747,Saint-Léger,,Waals Gewest
6750,Musson,,Waals Gewest
6760,Virton,,Waals Gewest
6761,Virton,,Waals Gewest
6762,Virton,,Waals Gewest
6767,Rouvroy,,Waals Gewest
6769,Meix-devant-Virton,,Waals Gewest
6780,Messancy,,Waals Gewest
6781,Messancy,,Waals Gewest
6782,Messancy,,Waals Gewest
6790,Aubange,,Waals Gewest
6791,Aubange,,Waals Gewest
6792,Aubange,,Waals Gewest
6800,Libramont-Chevigny,,Waals Gewest
6810,Chiny,,Waals Gewest
6811,Chiny,,Waals Gewest
6812,Chiny,,Waals Gewest
6813,Chiny,,Waals Gewest
6820,Florenville,,Waals Gewest
6821,Florenville,,Waals Gewest
6823,Florenville,,Waals Gewest
6824,Florenville,,Waals Gewest
6830,Bouillon,,Waals Gewest
6831,Bouillon,,Waals Gewest
6832,Bouillon,,Waals Gewest
6833,Bouillon,,Waals Gewest
6834,Bouillon,,Waals Gewest
6836,Bouillon,,Waals Gewest
6838,Bouillon,,Waals Gewest
6840,Neufchâteau,,Waals Gewest
6850,Paliseul,,Waals Gewest
6851,Paliseul,,Waals Gewest
6852,Paliseul,,Waals Gewest
6853,Paliseul,,Waals Gewest
6856,Paliseul,,Waals Gewest
6860,Léglise,,Waals Gewest
6870,Saint-Hubert,,Waals Gewest
6880,Bertrix,,Waals Gewest
6887,Herbeumont,,Waals Gewest
6890,Libin,,Waals Gewest
6900,Marche-en-Famenne,,Waals Gewest
6920,Wellin,,Waals Gewest
6921,Wellin,,Waals Gewest
6922,Wellin,,Waals Gewest
6924,Wellin,,Waals Gewest
6927,Tellin,,Waals Gewest
6929,Daverdisse,,Waals Gewest
6940,Durbuy,,Waals Gewest
6941,Durbuy,,Waals Gewest
6950,Nassogne,,Waals Gewest
6951,Nassogne,,Waals Gewest
6952,Nassogne,,Waals Gewest
6953,Nassogne,,Waals Gewest
6960,Manhay,,Waals Gewest
6970,Tenneville,,Waals Gewest
6971,Tenneville,,Waals Gewest
6972,Tenneville,,Waals Gewest
6980,La Roche-en-Ardenne,,Waals Gewest
6982,La Roche-en-Ardenne,,Waals Gewest
6983,La Roche-en-Ardenne,,Waals Gewest
6984,La Roche-en-Ardenne,,Waals Gewest
6986,La Roche-en-Ardenne,,Waals Gewest
6987,Rendeux,,Waals Gewest
6990,Hotton,,Waals Gewest
6997,Érezée,,Waals Gewest
7000,Mons,Henegouwen,Waals Gewest
7010,Mons,Henegouwen,Waals Gewest
7011,Mons,Henegouwen,Waals Gewest
7012,Mons,Henegouwen,Waals Gewest
7020,Mons,Henegouwen,Waals Gewest
7021,Mons,Henegouwen,Waals Gewest
7022,Mons,Henegouwen,Waals Gewest
7024,Mons,Henegouwen,Waals Gewest
7030,Mons,Henegouwen,Waals Gewest
7031,Mons,Henegouwen,Waals Gewest
7032,Mons,Henegouwen,Waals Gewest
7033,Mons,Henegouwen,Waals Gewest
7034,Mons,Henegouwen,Waals Gewest
7040,Quévy,Henegouwen,Waals Gewest
7041,Quévy,Henegouwen,Waals Gewest
7050,Jurbise,Henegouwen,Waals Gewest
7060,Soignies,Henegouwen,Waals Gewest
7061,Soignies,Henegouwen,Waals Gewest
7062,Soignies,Henegouwen,Waals Gewest
7063,Soignies,Henegouwen,Waals Gewest
7070,Le Rœulx,Henegouwen,Waals Gewest
7080,Frameries,Henegouwen,Waals Gewest
7090,Braine-le-Comte,Henegouwen,Waals Gewest
7100,La Louvière,Henegouwen,Waals Gewest
7110,La Louvière,Henegouwen,Waals Gewest
7120,Estinnes,Henegouwen,Waals Gewest
7130,Binche,Henegouwen,Waals Gewest
7131,Binche,Henegouwen,Waals Gewest
7133,Binche,Henegouwen,Waals Gewest
7134,Binche,Henegouwen,Waals Gewest
7140,Morlanwelz,Henegouwen,Waals Gewest
7141,Morlanwelz,Henegouwen,Waals Gewest
7160,Chapelle-lez-Herlaimont,Henegouwen,Waals Gewest
7170,Manage,Henegouwen,Waals Gewest
7180,Seneffe,Henegouwen,Waals Gewest
7181,Seneffe,Henegouwen,Waals Gewest
7190,Écaussinnes,Henegouwen,Waals Gewest
7191,Écaussinnes,Henegouwen,Waals Gewest
7300,Boussu,Henegouwen,Waals Gewest
7301,Boussu,Henegouwen,Waals Gewest
7320,Bernissart,Henegouwen,Waals Gewest
7321,Bernissart,Henegouwen,Waals Gewest
7322,Bernissart,Henegouwen,Waals Gewest
7330,Saint-Ghislain,Henegouwen,Waals Gewest
7331,Saint-Ghislain,Henegouwen,Waals Gewest
7332,Saint-Ghislain,Henegouwen,Waals Gewest
7333,Saint-Ghislain,Henegouwen,Waals Gewest
7334,Saint-Ghislain,Henegouwen,Waals Gewest
7340,Colfontaine,Henegouwen,Waals Gewest
7350,Hensies,Henegouwen,Waals Gewest
7370,Dour,Henegouwen,Waals Gewest
7380,Quiévrain,Henegouwen,Waals Gewest
7382,Quiévrain,Henegouwen,Waals Gewest
7387,Honnelles,Henegouwen,Waals Gewest
7390,Quaregnon,Henegouwen,Waals Gewest
7500,Tournai,Henegouwen,Waals Gewest
7501,Tournai,Henegouwen,Waals Gewest
7502,Tournai,Henegouwen,Waals Gewest
7503,Tournai,Henegouwen,Waals Gewest
7504,Tournai,Henegouwen,Waals Gewest
7506,Tournai,Henegouwen,Waals Gewest
7510,Tournai,Henegouwen,Waals Gewest
7511,Tournai,Henegouwen,Waals Gewest
7512,Tournai,Henegouwen,Waals Gewest
7513,Tournai,Henegouwen,Waals Gewest
7520,Tournai,Henegouwen,Waals Gewest
7521,Tournai,Henegouwen,Waals Gewest
7522,Tournai,Henegouwen,Waals Gewest
7530,Tournai,Henegouwen,Waals Gewest
7531,Tournai,Henegouwen,Waals Gewest
7532,Tournai,Henegouwen,Waals Gewest
7533,Tournai,Henegouwen,Waals Gewest
7534,Tournai,Henegouwen,Waals Gewest
7536,Tournai,Henegouwen,Waals Gewest
7538,Tournai,Henegouwen,Waals Gewest
7540,Tournai,Henegouwen,Waals Gewest
7542,Tournai,Henegouwen,Waals Gewest
7543,Tournai,Henegouwen,Waals Gewest
7548,Tournai,Henegouwen,Waals Gewest
7600,Péruwelz,Henegouwen,Waals Gewest
7601,Péruwelz,Henegouwen,Waals Gewest
7602,Péruwelz,Henegouwen,Waals Gewest
7603,Péruwelz,Henegouwen,Waals Gewest
7604,Péruwelz,Henegouwen,Waals Gewest
7608,Péruwelz,Henegouwen,Waals Gewest
7610,Rumes,Henegouwen,Waals Gewest
7611,Rumes,Henegouwen,Waals Gewest
7618,Rumes,Henegouwen,Waals Gewest
7620,Brunehaut,Henegouwen,Waals Gewest
7621,Brunehaut,Henegouwen,Waals Gewest
7622,Brunehaut,Henegouwen,Waals Gewest
7623,Brunehaut,Henegouwen,Waals Gewest
7624,Brunehaut,Henegouwen,Waals Gewest
7640,Antoing,Henegouwen,Waals Gewest
7641,Antoing,Henegouwen,Waals Gewest
7642,Antoing,Henegouwen,Waals Gewest
7643,Antoing,Henegouwen,Waals Gewest
7700,Moeskroen,Henegouwen,Waals Gewest
7711,Moeskroen,Henegouwen,Waals Gewest
7712,Moeskroen,Henegouwen,Waals Gewest
7730,Estaimpuis,Henegouwen,Waals Gewest
7740,Pecq,Henegouwen,Waals Gewest
7742,Pecq,Henegouwen,Waals Gewest
7743,Pecq,Henegouwen,Waals Gewest
7750,Mont-de-l'Enclus,Henegouwen,Waals Gewest
7760,Celles,Henegouwen,Waals Gewest
7780,Komen-Waasten,Henegouwen,Waals Gewest
7781,Komen-Waasten,Henegouwen,Waals Gewest
7782,Komen-Waasten,Henegouwen,Waals Gewest
7783,Komen-Waasten,Henegouwen,Waals Gewest
7784,Komen-Waasten,Henegouwen,Waals Gewest
7800,Ath,Henegouwen,Waals Gewest
7801,Ath,Henegouwen,Waals Gewest
7802,Ath,Henegouwen,Waals Gewest
7803,Ath,Henegouwen,Waals Gewest
7804,Ath,Henegouwen,Waals Gewest
7810,Ath,Henegouwen,Waals Gewest
7811,Ath,Henegouwen,Waals Gewest
7812,Ath,Henegouwen,Waals Gewest
7822,Ath,Henegouwen,Waals Gewest
7823,Ath,Henegouwen,Waals Gewest
7830,Silly,Henegouwen,Waals Gewest
7850,Silly,Henegouwen,Waals Gewest
7860,Lessines,Henegouwen,Waals Gewest
7861,Lessines,Henegouwen,Waals Gewest
7862,Lessines,Henegouwen,Waals Gewest
7863,Lessines,Henegouwen,Waals Gewest
7864,Lessines,Henegouwen,Waals Gewest
7866,Lessines,Henegouwen,Waals Gewest
7870,Lens,Henegouwen,Waals Gewest
7880,Vloesberg,Henegouwen,Waals Gewest
7890,Ellezelles,Henegouwen,Waals Gewest
7900,Leuze-en-Hainaut,Henegouwen,Waals Gewest
7901,Leuze-en-Hainaut,Henegouwen,Waals Gewest
7903,Leuze-en-Hainaut,Henegouwen,Waals Gewest
7904,Leuze-en-Hainaut,Henegouwen,Waals Gewest
7906,Leuze-en-Hainaut,Henegouwen,Waals Gewest
7910,Frasnes-lez-Anvaing,Henegouwen,Waals Gewest
7911,Frasnes-lez-Anvaing,Henegouwen,Waals Gewest
7912,Frasnes-lez-Anvaing,Henegouwen,Waals Gewest
7940,Brugelette,Henegouwen,Waals Gewest
7941,Brugelette,Henegouwen,Waals Gewest
7942,Brugelette,Henegouwen,Waals Gewest
7943,Brugelette,Henegouwen,Waals Gewest
7950,Chièvres,Henegouwen,Waals Gewest
7951,Chièvres,Henegouwen,Waals Gewest
7970,Belœil,Henegouwen,Waals Gewest
7971,Belœil,Henegouwen,Waals Gewest
7972,Belœil,Henegouwen,Waals Gewest
7973,Belœil,Henegouwen,Waals Gewest
8000,Brugge,West-Vlaanderen,Vlaams Gewest
8020,Oostkamp,West-Vlaanderen,Vlaams Gewest
8200,Brugge,West-Vlaanderen,Vlaams Gewest
8210,Zedelgem,West-Vlaanderen,Vlaams Gewest
8211,Zedelgem,West-Vlaanderen,Vlaams Gewest
8300,Knokke-Heist,West-Vlaanderen,Vlaams Gewest
8301,Knokke-Heist,West-Vlaanderen,Vlaams Gewest
8310,Brugge,West-Vlaanderen,Vlaams Gewest
8340,Damme,West-Vlaanderen,Vlaams Gewest
8370,Blankenberge,West-Vlaanderen,Vlaams Gewest
8377,Zuienkerke,West-Vlaanderen,Vlaams Gewest
8380,Brugge,West-Vlaanderen,Vlaams Gewest
8400,Oostende,West-Vlaanderen,Vlaams Gewest
8420,De Haan,West-Vlaanderen,Vlaams Gewest
8421,De Haan,West-Vlaanderen,Vlaams Gewest
8430,Middelkerke,West-Vlaanderen,Vlaams Gewest
8431,Middelkerke,West-Vlaanderen,Vlaams Gewest
8432,Middelkerke,West-Vlaanderen,Vlaams Gewest
8433,Middelkerke,West-Vlaanderen,Vlaams Gewest
8434,Middelkerke,West-Vlaanderen,Vlaams Gewest
8450,Bredene,West-Vlaanderen,Vlaams Gewest
8460,Oudenburg,West-Vlaanderen,Vlaams Gewest
8470,Gistel,West-Vlaanderen,Vlaams Gewest
8480,Ichtegem,West-Vlaanderen,Vlaams Gewest
8490,Jabbeke,West-Vlaanderen,Vlaams Gewest
8500,Kortrijk,West-Vlaanderen,Vlaams Gewest
8501,Kortrijk,West-Vlaanderen,Vlaams Gewest
8510,Kortrijk,West-Vlaanderen,Vlaams Gewest
8511,Kortrijk,West-Vlaanderen,Vlaams Gewest
8520,Kuurne,West-Vlaanderen,Vlaams Gewest
8530,Harelbeke,West-Vlaanderen,Vlaams Gewest
8531,Harelbeke,West-Vlaanderen,Vlaams Gewest
8540,Deerlijk,West-Vlaanderen,Vlaams Gewest
8550,Zwevegem,West-Vlaanderen,Vlaams Gewest
8551,Zwevegem,West-Vlaanderen,Vlaams Gewest
8552,Zwevegem,West-Vlaanderen,Vlaams Gewest
8553,Zwevegem,West-Vlaanderen,Vlaams Gewest
8554,Zwevegem,West-Vlaanderen,Vlaams Gewest
8560,Wevelgem,West-Vlaanderen,Vlaams Gewest
8570,Anzegem,West-Vlaanderen,Vlaams Gewest
8572,Anzegem,West-Vlaanderen,Vlaams Gewest
8573,Anzegem,West-Vlaanderen,Vlaams Gewest
8580,Avelgem,West-Vlaanderen,Vlaams Gewest
8581,Avelgem,West-Vlaanderen,Vlaams Gewest
8582,Avelgem,West-Vlaanderen,Vlaams Gewest
8583,Avelgem,West-Vlaanderen,Vlaams Gewest
8587,Spiere-Helkijn,West-Vlaanderen,Vlaams Gewest
8600,Diksmuide,West-Vlaanderen,Vlaams Gewest
8610,Kortemark,West-Vlaanderen,Vlaams Gewest
8620,Nieuwpoort,West-Vlaanderen,Vlaams Gewest
8630,Veurne,West-Vlaanderen,Vlaams Gewest
8640,Vleteren,West-Vlaanderen,Vlaams Gewest
8647,Lo-Reninge,West-Vlaanderen,Vlaams Gewest
8650,Houthulst,West-Vlaanderen,Vlaams Gewest
8660,De Panne,West-Vlaanderen,Vlaams Gewest
8670,Koksijde,West-Vlaanderen,Vlaams Gewest
8680,Koekelare,West-Vlaanderen,Vlaams Gewest
8690,Alveringem,West-Vlaanderen,Vlaams Gewest
8691,Alveringem,West-Vlaanderen,Vlaams Gewest
8700,Tielt,West-Vlaanderen,Vlaams Gewest
8710,Wielsbeke,West-Vlaanderen,Vlaams Gewest
8720,Dentergem,West-Vlaanderen,Vlaams Gewest
8730,Beernem,West-Vlaanderen,Vlaams Gewest
8740,Pittem,West-Vlaanderen,Vlaams Gewest
8750,Wingene,West-Vlaanderen,Vlaams Gewest
8755,Ruiselede,West-Vlaanderen,Vlaams Gewest
8760,Meulebeke,West-Vlaanderen,Vlaams Gewest
8770,Ingelmunster,West-Vlaanderen,Vlaams Gewest
8780,Oostrozebeke,West-Vlaanderen,Vlaams Gewest
8790,Waregem,West-Vlaanderen,Vlaams Gewest
8791,Waregem,West-Vlaanderen,Vlaams Gewest
8792,Waregem,West-Vlaanderen,Vlaams Gewest
8793,Waregem,West-Vlaanderen,Vlaams Gewest
8800,Roeselare,West-Vlaanderen,Vlaams Gewest
8810,Lichtervelde,West-Vlaanderen,Vlaams Gewest
8820,Torhout,West-Vlaanderen,Vlaams Gewest
8830,Hooglede,West-Vlaanderen,Vlaams Gewest
8840,Staden,West-Vlaanderen,Vlaams Gewest
8850,Ardooie,West-Vlaanderen,Vlaams Gewest
8851,Ardooie,West-Vlaanderen,Vlaams Gewest
8860,Lendelede,West-Vlaanderen,Vlaams Gewest
8870,Izegem,West-Vlaanderen,Vlaams Gewest
8880,Ledegem,West-Vlaanderen,Vlaams Gewest
8890,Moorslede,West-Vlaanderen,Vlaams Gewest
8900,Ieper,West-Vlaanderen,Vlaams Gewest
8902,Ieper,West-Vlaanderen,Vlaams Gewest
8904,Ieper,West-Vlaanderen,Vlaams Gewest
8906,Ieper,West-Vlaanderen,Vlaams Gewest
8908,Ieper,West-Vlaanderen,Vlaams Gewest
8920,Langemark-Poelkapelle,West-Vlaanderen,Vlaams Gewest
8930,Menen,West-Vlaanderen,Vlaams Gewest
8940,Wervik,West-Vlaanderen,Vlaams Gewest
8950,Heuvelland,West-Vlaanderen,Vlaams Gewest
8951,Heuvelland,West-Vlaanderen,Vlaams Gewest
8952,Heuvelland,West-Vlaanderen,Vlaams Gewest
8953,Heuvelland,West-Vlaanderen,Vlaams Gewest
8954,Heuvelland,West-Vlaanderen,Vlaams Gewest
8956,Heuvelland,West-Vlaanderen,Vlaams Gewest
8957,Mesen,West-Vlaanderen,Vlaams Gewest
8958,Heuvelland,West-Vlaanderen,Vlaams Gewest
8970,Poperinge,West-Vlaanderen,Vlaams Gewest
8972,Poperinge,West-Vlaanderen,Vlaams Gewest
8978,Poperinge,West-Vlaanderen,Vlaams Gewest
8980,Zonnebeke,West-Vlaanderen,Vlaams Gewest
9000,Gent,Oost-Vlaanderen,Vlaams Gewest
9030,Gent,Oost-Vlaanderen,Vlaams Gewest
9031,Gent,Oost-Vlaanderen,Vlaams Gewest
9032,Gent,Oost-Vlaanderen,Vlaams Gewest
9040,Gent,Oost-Vlaanderen,Vlaams Gewest
9041,Gent,Oost-Vlaanderen,Vlaams Gewest
9042,Gent,Oost-Vlaanderen,Vlaams Gewest
9050,Gent,Oost-Vlaanderen,Vlaams Gewest
9051,Gent,Oost-Vlaanderen,Vlaams Gewest
9052,Gent,Oost-Vlaanderen,Vlaams Gewest
9060,Zelzate,Oost-Vlaanderen,Vlaams Gewest
9070,Destelbergen,Oost-Vlaanderen,Vlaams Gewest
9075,Gent,Oost-Vlaanderen,Vlaams Gewest
9080,Lochristi,Oost-Vlaanderen,Vlaams Gewest
9090,Melle,Oost-Vlaanderen,Vlaams Gewest
9099,Gent,Oost-Vlaanderen,Vlaams Gewest
9100,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest
9111,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest
9112,Sint-Niklaas,Oost-Vlaanderen,Vlaams Gewest
9120,Beveren,Oost-Vlaanderen,Vlaams Gewest
9130,Beveren,Oost-Vlaanderen,Vlaams Gewest
9140,Temse,Oost-Vlaanderen,Vlaams Gewest
9150,Kruibeke,Oost-Vlaanderen,Vlaams Gewest
9160,Lokeren,Oost-Vlaanderen,Vlaams Gewest
9170,Sint-Gillis-Waas,Oost-Vlaanderen,Vlaams Gewest
9180,Moerbeke,Oost-Vlaanderen,Vlaams Gewest
9185,Wachtebeke,Oost-Vlaanderen,Vlaams Gewest
9190,Stekene,Oost-Vlaanderen,Vlaams Gewest
9200,Dendermonde,Oost-Vlaanderen,Vlaams Gewest
9220,Hamme,Oost-Vlaanderen,Vlaams Gewest
9230,Wetteren,Oost-Vlaanderen,Vlaams Gewest
9240,Zele,Oost-Vlaanderen,Vlaams Gewest
9250,Waasmunster,Oost-Vlaanderen,Vlaams Gewest
9255,Buggenhout,Oost-Vlaanderen,Vlaams Gewest
9260,Wichelen,Oost-Vlaanderen,Vlaams Gewest
9270,Laarne,Oost-Vlaanderen,Vlaams Gewest
9280,Lebbeke,Oost-Vlaanderen,Vlaams Gewest
9290,Berlare,Oost-Vlaanderen,Vlaams Gewest
9300,Aalst,Oost-Vlaanderen,Vlaams Gewest
9308,Aalst,Oost-Vlaanderen,Vlaams Gewest
9310,Aalst,Oost-Vlaanderen,Vlaams Gewest
9320,Aalst,Oost-Vlaanderen,Vlaams Gewest
9340,Lede,Oost-Vlaanderen,Vlaams Gewest
9400,Ninove,Oost-Vlaanderen,Vlaams Gewest
9401,Ninove,Oost-Vlaanderen,Vlaams Gewest
9402,Ninove,Oost-Vlaanderen,Vlaams Gewest
9403,Ninove,Oost-Vlaanderen,Vlaams Gewest
9404,Ninove,Oost-Vlaanderen,Vlaams Gewest
9406,Ninove,Oost-Vlaanderen,Vlaams Gewest
9420,Erpe-Mere,Oost-Vlaanderen,Vlaams Gewest
9450,Haaltert,Oost-Vlaanderen,Vlaams Gewest
9451,Haaltert,Oost-Vlaanderen,Vlaams Gewest
9470,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest
9472,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest
9473,Denderleeuw,Oost-Vlaanderen,Vlaams Gewest
9500,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest
9506,Geraardsbergen,Oost-Vlaanderen,Vlaams Gewest
9520,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest
9521,Sint-Lievens-Houtem,Oost-Vlaanderen,Vlaams Gewest
9550,Herzele,Oost-Vlaanderen,Vlaams Gewest
9551,Herzele,Oost-Vlaanderen,Vlaams Gewest
9552,Herzele,Oost-Vlaanderen,Vlaams Gewest
9570,Lierde,Oost-Vlaanderen,Vlaams Gewest
9571,Lierde,Oost-Vlaanderen,Vlaams Gewest
9572,Lierde,Oost-Vlaanderen,Vlaams Gewest
9600,Ronse,Oost-Vlaanderen,Vlaams Gewest
9620,Zottegem,Oost-Vlaanderen,Vlaams Gewest
9630,Zwalm,Oost-Vlaanderen,Vlaams Gewest
9636,Zwalm,Oost-Vlaanderen,Vlaams Gewest
9660,Brakel,Oost-Vlaanderen,Vlaams Gewest
9661,Brakel,Oost-Vlaanderen,Vlaams Gewest
9667,Horebeke,Oost-Vlaanderen,Vlaams Gewest
9680,Maarkedal,Oost-Vlaanderen,Vlaams Gewest
9681,Maarkedal,Oost-Vlaanderen,Vlaams Gewest
9688,Maarkedal,Oost-Vlaanderen,Vlaams Gewest
9690,Kluisbergen,Oost-Vlaanderen,Vlaams Gewest
